RECNO,Name,StaadName,AX,D,Bf,Tf,Tw,Iz,Ix,Ct,Iy,Zx,Zy
104,"I80016A50025","I80016A50025",5.8100000000000000e+02,8.5000000000000000e+02,5.0000000000000000e+02,1.6000000000000000e+01,2.5000000000000000e+01,7.5574900000000000e+05,8.4900000000000000e+02,0.0000000000000000e+00,6.1758000000000000e+04,2.0099000000000000e+04,4.2340000000000000e+03
105,"I160012B55020","I160012B55020",5.8300000000000000e+02,1.6400000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,2.8895150000000000e+06,5.1400000000000000e+02,0.0000000000000000e+00,7.2841000000000000e+04,3.7942000000000000e+04,3.5680000000000000e+03
106,"I160012D50012","I160012D50012",5.8700000000000000e+02,1.6240000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,2.7226760000000000e+06,4.4700000000000000e+02,0.0000000000000000e+00,4.5992000000000000e+04,3.7797000000000000e+04,3.2810000000000000e+03
107,"I160016B50016","I160016B50016",5.8700000000000000e+02,1.6320000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,2.6271720000000000e+06,4.8300000000000000e+02,0.0000000000000000e+00,5.1287000000000000e+04,3.5610000000000000e+04,2.6220000000000000e+03
108,"I80012B50032","I80012B50032",5.8700000000000000e+02,8.6400000000000000e+02,5.0000000000000000e+02,1.2000000000000000e+01,3.2000000000000000e+01,8.5068900000000000e+05,1.2670000000000000e+03,0.0000000000000000e+00,8.4038000000000000e+04,2.0834000000000000e+04,4.5150000000000000e+03
109,"I160016A40016","I160016A40016",5.8700000000000000e+02,1.6320000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,2.5477690000000000e+06,5.4700000000000000e+02,0.0000000000000000e+00,2.6768000000000000e+04,3.5930000000000000e+04,2.4400000000000000e+03
110,"I80016A40032","I80016A40032",5.8700000000000000e+02,8.6400000000000000e+02,4.0000000000000000e+02,1.6000000000000000e+01,3.2000000000000000e+01,7.7347000000000000e+05,1.2020000000000000e+03,0.0000000000000000e+00,4.3808000000000000e+04,2.0436000000000000e+04,3.6690000000000000e+03
111,"I125016B55020","I125016B55020",5.9100000000000000e+02,1.2900000000000000e+03,5.5000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,1.7705720000000000e+06,5.9200000000000000e+02,0.0000000000000000e+00,7.3400000000000000e+04,2.9669000000000000e+04,3.6250000000000000e+03
112,"I160012C50016","I160012C50016",5.9100000000000000e+02,1.6320000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,2.8452790000000000e+06,4.8700000000000000e+02,0.0000000000000000e+00,5.4274000000000000e+04,3.8206000000000000e+04,3.1290000000000000e+03
113,"I160012A50020","I160012A50020",5.9500000000000000e+02,1.6400000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,2.8878090000000000e+06,5.7800000000000000e+02,0.0000000000000000e+00,5.0924000000000000e+04,3.9228000000000000e+04,3.5750000000000000e+03
114,"I160012A40025","I160012A40025",5.9500000000000000e+02,1.6500000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,2.8959590000000000e+06,7.2800000000000000e+02,0.0000000000000000e+00,3.5924000000000000e+04,3.9278000000000000e+04,3.0750000000000000e+03
115,"I125012B55025","I125012B55025",5.9600000000000000e+02,1.3000000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,1.9360600000000000e+06,7.7300000000000000e+02,0.0000000000000000e+00,8.6701000000000000e+04,3.1668000000000000e+04,4.3120000000000000e+03
116,"I125016A50020","I125016A50020",6.0300000000000000e+02,1.2900000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,1.7573900000000000e+06,6.5700000000000000e+02,0.0000000000000000e+00,5.1356000000000000e+04,3.0744000000000000e+04,3.6380000000000000e+03
117,"I125016A40025","I125016A40025",6.0300000000000000e+02,1.3000000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,2.5000000000000000e+01,1.7637900000000000e+06,8.0700000000000000e+02,0.0000000000000000e+00,3.6356000000000000e+04,3.0794000000000000e+04,3.1380000000000000e+03
118,"I160016B55016","I160016B55016",6.0300000000000000e+02,1.6320000000000000e+03,5.5000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,2.7316340000000000e+06,4.9700000000000000e+02,0.0000000000000000e+00,6.2320000000000000e+04,3.6903000000000000e+04,3.0420000000000000e+03
119,"I125012A50025","I125012A50025",6.0300000000000000e+02,1.3000000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,1.9019150000000000e+06,8.1200000000000000e+02,0.0000000000000000e+00,6.1335000000000000e+04,3.2419000000000000e+04,4.1870000000000000e+03
120,"I100016B55025","I100016B55025",6.0600000000000000e+02,1.0500000000000000e+03,5.5000000000000000e+02,1.6000000000000000e+01,2.5000000000000000e+01,1.2476280000000000e+06,8.3800000000000000e+02,0.0000000000000000e+00,8.7256000000000000e+04,2.5406000000000000e+04,4.3650000000000000e+03
121,"I160012C55016","I160012C55016",6.0700000000000000e+02,1.6320000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,2.9497410000000000e+06,5.0100000000000000e+02,0.0000000000000000e+00,6.5307000000000000e+04,3.9498000000000000e+04,3.5490000000000000e+03
122,"I125012A40032","I125012A40032",6.0900000000000000e+02,1.3140000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,3.2000000000000000e+01,1.9378430000000000e+06,1.1650000000000000e+03,0.0000000000000000e+00,4.3385000000000000e+04,3.2892000000000000e+04,3.6220000000000000e+03
123,"I100012B50032","I100012B50032",6.1100000000000000e+02,1.0640000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,3.2000000000000000e+01,1.3441390000000000e+06,1.2780000000000000e+03,0.0000000000000000e+00,8.4041000000000000e+04,2.6824000000000000e+04,4.5220000000000000e+03
124,"I100016A50025","I100016A50025",6.1300000000000000e+02,1.0500000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,2.5000000000000000e+01,1.2171130000000000e+06,8.7700000000000000e+02,0.0000000000000000e+00,6.1764000000000000e+04,2.6069000000000000e+04,4.2470000000000000e+03
125,"I160012B50025","I160012B50025",6.1300000000000000e+02,1.6500000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,3.0965430000000000e+06,7.4100000000000000e+02,0.0000000000000000e+00,6.9466000000000000e+04,4.0434000000000000e+04,3.6680000000000000e+03
126,"I160016C50012","I160016C50012",6.1500000000000000e+02,1.6240000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,2.7167730000000000e+06,5.3400000000000000e+02,0.0000000000000000e+00,4.6644000000000000e+04,3.7510000000000000e+04,2.7220000000000000e+03
127,"I160016A50016","I160016A50016",6.1900000000000000e+02,1.6320000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,2.7566930000000000e+06,5.7400000000000000e+02,0.0000000000000000e+00,4.3035000000000000e+04,3.8516000000000000e+04,3.1600000000000000e+03
128,"I100016A40032","I100016A40032",6.1900000000000000e+02,1.0640000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,3.2000000000000000e+01,1.2421760000000000e+06,1.2300000000000000e+03,0.0000000000000000e+00,4.3814000000000000e+04,2.6466000000000000e+04,3.6820000000000000e+03
129,"I80012A40040","I80012A40040",6.1900000000000000e+02,8.8000000000000000e+02,4.0000000000000000e+02,1.2000000000000000e+01,4.0000000000000000e+01,8.7806900000000000e+05,1.9720000000000000e+03,0.0000000000000000e+00,5.1912000000000000e+04,2.2586000000000000e+04,4.2460000000000000e+03
130,"I80016B50032","I80016B50032",6.1900000000000000e+02,8.6400000000000000e+02,5.0000000000000000e+02,1.6000000000000000e+01,3.2000000000000000e+01,8.6775600000000000e+05,1.3300000000000000e+03,0.0000000000000000e+00,8.4593000000000000e+04,2.1474000000000000e+04,4.5710000000000000e+03
131,"I80012A50032","I80012A50032",6.1900000000000000e+02,8.6400000000000000e+02,5.0000000000000000e+02,1.2000000000000000e+01,3.2000000000000000e+01,8.6721400000000000e+05,1.3580000000000000e+03,0.0000000000000000e+00,7.5912000000000000e+04,2.2458000000000000e+04,5.0460000000000000e+03
132,"I80012B55032","I80012B55032",6.1900000000000000e+02,8.6400000000000000e+02,5.5000000000000000e+02,1.2000000000000000e+01,3.2000000000000000e+01,9.0609400000000000e+05,1.3760000000000000e+03,0.0000000000000000e+00,1.0610500000000000e+05,2.2165000000000000e+04,5.3550000000000000e+03
133,"I160016A40020","I160016A40020",6.1900000000000000e+02,1.6400000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,2.7618890000000000e+06,6.5100000000000000e+02,0.0000000000000000e+00,3.1035000000000000e+04,3.8548000000000000e+04,2.7600000000000000e+03
134,"I125016B50025","I125016B50025",6.2100000000000000e+02,1.3000000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,2.5000000000000000e+01,1.8995500000000000e+06,8.2000000000000000e+02,0.0000000000000000e+00,7.0025000000000000e+04,3.1637000000000000e+04,3.7250000000000000e+03
