RECNO,Name,StaadName,AX,D,Bf,Tf,Tw,Iz,Ix,Ct,Iy,Zx,Zy
11,"I80012A40016","I80012A40016",4.2700000000000000e+02,8.3200000000000000e+02,4.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,5.2626300000000000e+05,3.7500000000000000e+02,0.0000000000000000e+00,2.6312000000000000e+04,1.4368000000000000e+04,2.3260000000000000e+03
12,"I80016B55012","I80016B55012",4.3100000000000000e+02,8.2400000000000000e+02,5.5000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,5.3130300000000000e+05,3.0100000000000000e+02,0.0000000000000000e+00,5.1201000000000000e+04,1.3521000000000000e+04,2.3860000000000000e+03
13,"I125012B50012","I125012B50012",4.4100000000000000e+02,1.2740000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,1.2961080000000000e+06,2.5800000000000000e+02,0.0000000000000000e+00,4.2378000000000000e+04,2.1709000000000000e+04,2.0310000000000000e+03
14,"I100012A50012","I100012A50012",4.4300000000000000e+02,1.0240000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,8.3426700000000000e+05,3.3400000000000000e+02,0.0000000000000000e+00,3.4248000000000000e+04,1.8328000000000000e+04,2.5530000000000000e+03
15,"I80012B55016","I80012B55016",4.4300000000000000e+02,8.3200000000000000e+02,5.5000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,5.8965100000000000e+05,3.2500000000000000e+02,0.0000000000000000e+00,6.1738000000000000e+04,1.4703000000000000e+04,2.9350000000000000e+03
16,"I125012A40012","I125012A40012",4.4900000000000000e+02,1.2740000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,1.2680150000000000e+06,3.3700000000000000e+02,0.0000000000000000e+00,2.2052000000000000e+04,2.2540000000000000e+04,2.0220000000000000e+03
17,"I100012A40016","I100012A40016",4.5100000000000000e+02,1.0320000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,8.5735800000000000e+05,3.8600000000000000e+02,0.0000000000000000e+00,2.6315000000000000e+04,1.8759000000000000e+04,2.3330000000000000e+03
18,"I80016A50012","I80016A50012",4.5100000000000000e+02,8.2400000000000000e+02,5.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,5.2804600000000000e+05,3.8600000000000000e+02,0.0000000000000000e+00,3.4674000000000000e+04,1.4658000000000000e+04,2.6090000000000000e+03
19,"I100016B50012","I100016B50012",4.5100000000000000e+02,1.0240000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,8.3243800000000000e+05,3.2200000000000000e+02,0.0000000000000000e+00,4.2933000000000000e+04,1.7384000000000000e+04,2.0840000000000000e+03
20,"I100012B50016","I100012B50016",4.5100000000000000e+02,1.0320000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,9.0478400000000000e+05,3.2200000000000000e+02,0.0000000000000000e+00,5.0707000000000000e+04,1.8440000000000000e+04,2.5220000000000000e+03
21,"I125012B55012","I125012B55012",4.5300000000000000e+02,1.2740000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,1.3438880000000000e+06,2.6400000000000000e+02,0.0000000000000000e+00,5.0653000000000000e+04,2.2466000000000000e+04,2.3460000000000000e+03
22,"I80012A50016","I80012A50016",4.5900000000000000e+02,8.3200000000000000e+02,5.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,5.7953800000000000e+05,4.0200000000000000e+02,0.0000000000000000e+00,4.2579000000000000e+04,1.5674000000000000e+04,3.0460000000000000e+03
23,"I80012A40020","I80012A40020",4.5900000000000000e+02,8.4000000000000000e+02,4.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,5.8217500000000000e+05,4.7900000000000000e+02,0.0000000000000000e+00,3.0579000000000000e+04,1.5706000000000000e+04,2.6460000000000000e+03
24,"I100016A40012","I100016A40012",4.5900000000000000e+02,1.0240000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,8.0614800000000000e+05,4.0200000000000000e+02,0.0000000000000000e+00,2.2481000000000000e+04,1.8114000000000000e+04,2.0820000000000000e+03
25,"I80016A40016","I80016A40016",4.5900000000000000e+02,8.3200000000000000e+02,4.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,5.4333000000000000e+05,4.3800000000000000e+02,0.0000000000000000e+00,2.6741000000000000e+04,1.5008000000000000e+04,2.3890000000000000e+03
26,"I80016B50016","I80016B50016",4.5900000000000000e+02,8.3200000000000000e+02,5.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,5.8008000000000000e+05,3.7400000000000000e+02,0.0000000000000000e+00,5.1260000000000000e+04,1.4690000000000000e+04,2.5710000000000000e+03
27,"I100016B55012","I100016B55012",4.6300000000000000e+02,1.0240000000000000e+03,5.5000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,8.6316400000000000e+05,3.2800000000000000e+02,0.0000000000000000e+00,5.1208000000000000e+04,1.7991000000000000e+04,2.3990000000000000e+03
28,"I100012B55016","I100012B55016",4.6700000000000000e+02,1.0320000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,9.4607700000000000e+05,3.3600000000000000e+02,0.0000000000000000e+00,6.1741000000000000e+04,1.9253000000000000e+04,2.9420000000000000e+03
29,"I80012B50020","I80012B50020",4.6700000000000000e+02,8.4000000000000000e+02,5.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,6.3290400000000000e+05,4.4100000000000000e+02,0.0000000000000000e+00,5.9038000000000000e+04,1.5722000000000000e+04,3.0150000000000000e+03
30,"I125012A50012","I125012A50012",4.7300000000000000e+02,1.2740000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,1.3635770000000000e+06,3.4900000000000000e+02,0.0000000000000000e+00,3.4252000000000000e+04,2.4054000000000000e+04,2.5620000000000000e+03
31,"I80016B55016","I80016B55016",4.7500000000000000e+02,8.3200000000000000e+02,5.5000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,6.0671800000000000e+05,3.8800000000000000e+02,0.0000000000000000e+00,6.2293000000000000e+04,1.5343000000000000e+04,2.9910000000000000e+03
32,"I125012A40016","I125012A40016",4.8100000000000000e+02,1.2820000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,1.3986790000000000e+06,4.0100000000000000e+02,0.0000000000000000e+00,2.6319000000000000e+04,2.4584000000000000e+04,2.3420000000000000e+03
33,"I125012B50016","I125012B50016",4.8100000000000000e+02,1.2820000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,1.4594370000000000e+06,3.3700000000000000e+02,0.0000000000000000e+00,5.0711000000000000e+04,2.4265000000000000e+04,2.5310000000000000e+03
34,"I100012A40020","I100012A40020",4.8300000000000000e+02,1.0400000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,9.4322200000000000e+05,4.9000000000000000e+02,0.0000000000000000e+00,3.0582000000000000e+04,2.0416000000000000e+04,2.6530000000000000e+03
35,"I100012A50016","I100012A50016",4.8300000000000000e+02,1.0320000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,9.3994600000000000e+05,4.1300000000000000e+02,0.0000000000000000e+00,4.2582000000000000e+04,2.0384000000000000e+04,3.0530000000000000e+03
36,"I100016A50012","I100016A50012",4.8300000000000000e+02,1.0240000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,8.6760000000000000e+05,4.1300000000000000e+02,0.0000000000000000e+00,3.4681000000000000e+04,1.9328000000000000e+04,2.6220000000000000e+03
37,"I160012B50012","I160012B50012",4.8300000000000000e+02,1.6240000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,2.2256000000000000e+06,2.7800000000000000e+02,0.0000000000000000e+00,4.2383000000000000e+04,2.9794000000000000e+04,2.0430000000000000e+03
38,"I80012B55020","I80012B55020",4.8700000000000000e+02,8.4000000000000000e+02,5.5000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,6.6653000000000000e+05,4.6800000000000000e+02,0.0000000000000000e+00,7.2830000000000000e+04,1.6542000000000000e+04,3.5400000000000000e+03
39,"I80016A50016","I80016A50016",4.9100000000000000e+02,8.3200000000000000e+02,5.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,5.9660500000000000e+05,4.6500000000000000e+02,0.0000000000000000e+00,4.3008000000000000e+04,1.6314000000000000e+04,3.1090000000000000e+03
40,"I160012A40012","I160012A40012",4.9100000000000000e+02,1.6240000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,2.1992050000000000e+06,3.5800000000000000e+02,0.0000000000000000e+00,2.2057000000000000e+04,3.0765000000000000e+04,2.0350000000000000e+03
41,"I125016B50012","I125016B50012",4.9100000000000000e+02,1.2740000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,1.3612120000000000e+06,3.5700000000000000e+02,0.0000000000000000e+00,4.2942000000000000e+04,2.3271000000000000e+04,2.1000000000000000e+03
42,"I100016B50016","I100016B50016",4.9100000000000000e+02,1.0320000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,9.3811700000000000e+05,4.0100000000000000e+02,0.0000000000000000e+00,5.1267000000000000e+04,1.9440000000000000e+04,2.5840000000000000e+03
43,"I100016A40016","I100016A40016",4.9100000000000000e+02,1.0320000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,8.9069200000000000e+05,4.6500000000000000e+02,0.0000000000000000e+00,2.6748000000000000e+04,1.9759000000000000e+04,2.4020000000000000e+03
44,"I80016A40020","I80016A40020",4.9100000000000000e+02,8.4000000000000000e+02,4.0000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,5.9924200000000000e+05,5.4200000000000000e+02,0.0000000000000000e+00,3.1008000000000000e+04,1.6346000000000000e+04,2.7090000000000000e+03
45,"I100012B50020","I100012B50020",4.9100000000000000e+02,1.0400000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,1.0121140000000000e+06,4.5300000000000000e+02,0.0000000000000000e+00,5.9041000000000000e+04,2.0512000000000000e+04,3.0220000000000000e+03
46,"I160012B55012","I160012B55012",4.9500000000000000e+02,1.6240000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,2.3035570000000000e+06,2.8400000000000000e+02,0.0000000000000000e+00,5.0658000000000000e+04,3.0761000000000000e+04,2.3580000000000000e+03
47,"I125012B55016","I125012B55016",4.9700000000000000e+02,1.2820000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,1.5235500000000000e+06,3.5000000000000000e+02,0.0000000000000000e+00,6.1744000000000000e+04,2.5278000000000000e+04,2.9510000000000000e+03
48,"I80016B50020","I80016B50020",4.9900000000000000e+02,8.4000000000000000e+02,5.0000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,6.4997000000000000e+05,5.0400000000000000e+02,0.0000000000000000e+00,5.9593000000000000e+04,1.6362000000000000e+04,3.0710000000000000e+03
49,"I80012A50020","I80012A50020",4.9900000000000000e+02,8.4000000000000000e+02,5.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,6.4942900000000000e+05,5.3200000000000000e+02,0.0000000000000000e+00,5.0912000000000000e+04,1.7346000000000000e+04,3.5460000000000000e+03
50,"I125016A40012","I125016A40012",4.9900000000000000e+02,1.2740000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,1.3331200000000000e+06,4.3600000000000000e+02,0.0000000000000000e+00,2.2490000000000000e+04,2.4102000000000000e+04,2.0980000000000000e+03
51,"I80012A40025","I80012A40025",4.9900000000000000e+02,8.5000000000000000e+02,4.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,6.5357900000000000e+05,6.8200000000000000e+02,0.0000000000000000e+00,3.5912000000000000e+04,1.7396000000000000e+04,3.0460000000000000e+03
52,"I125016B55012","I125016B55012",5.0300000000000000e+02,1.2740000000000000e+03,5.5000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,1.4089930000000000e+06,3.6200000000000000e+02,0.0000000000000000e+00,5.1217000000000000e+04,2.4028000000000000e+04,2.4150000000000000e+03
53,"I100016B55016","I100016B55016",5.0700000000000000e+02,1.0320000000000000e+03,5.5000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,9.7941100000000000e+05,4.1500000000000000e+02,0.0000000000000000e+00,6.2300000000000000e+04,2.0253000000000000e+04,3.0040000000000000e+03
54,"I100012B55020","I100012B55020",5.1100000000000000e+02,1.0400000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,1.0641400000000000e+06,4.7900000000000000e+02,0.0000000000000000e+00,7.2832000000000000e+04,2.1532000000000000e+04,3.5470000000000000e+03
55,"I125012A40020","I125012A40020",5.1300000000000000e+02,1.2900000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,1.5309830000000000e+06,5.0500000000000000e+02,0.0000000000000000e+00,3.0585000000000000e+04,2.6642000000000000e+04,2.6620000000000000e+03
56,"I125012A50016","I125012A50016",5.1300000000000000e+02,1.2820000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,1.5269060000000000e+06,4.2800000000000000e+02,0.0000000000000000e+00,4.2585000000000000e+04,2.6610000000000000e+04,3.0620000000000000e+03
57,"I160012A50012","I160012A50012",5.1500000000000000e+02,1.6240000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,2.3551200000000000e+06,3.6900000000000000e+02,0.0000000000000000e+00,3.4257000000000000e+04,3.2700000000000000e+04,2.5750000000000000e+03
58,"I80012B50025","I80012B50025",5.1700000000000000e+02,8.5000000000000000e+02,5.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,7.2215800000000000e+05,6.9500000000000000e+02,0.0000000000000000e+00,6.9455000000000000e+04,1.7834000000000000e+04,3.6400000000000000e+03
59,"I80016B55020","I80016B55020",5.1900000000000000e+02,8.4000000000000000e+02,5.5000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,6.8359700000000000e+05,5.3100000000000000e+02,0.0000000000000000e+00,7.3385000000000000e+04,1.7182000000000000e+04,3.5960000000000000e+03
60,"I125012B50020","I125012B50020",5.2100000000000000e+02,1.2900000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,1.6248170000000000e+06,4.6700000000000000e+02,0.0000000000000000e+00,5.9044000000000000e+04,2.6837000000000000e+04,3.0310000000000000e+03
61,"I160012A40016","I160012A40016",5.2300000000000000e+02,1.6320000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,2.4112360000000000e+06,4.2100000000000000e+02,0.0000000000000000e+00,2.6324000000000000e+04,3.3370000000000000e+04,2.3550000000000000e+03
62,"I125016A50012","I125016A50012",5.2300000000000000e+02,1.2740000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,1.4286810000000000e+06,4.4800000000000000e+02,0.0000000000000000e+00,3.4690000000000000e+04,2.5616000000000000e+04,2.6380000000000000e+03
63,"I100016A50016","I100016A50016",5.2300000000000000e+02,1.0320000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,9.7327900000000000e+05,4.9200000000000000e+02,0.0000000000000000e+00,4.3014000000000000e+04,2.1384000000000000e+04,3.1220000000000000e+03
64,"I160012B50016","I160012B50016",5.2300000000000000e+02,1.6320000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,2.4906390000000000e+06,3.5700000000000000e+02,0.0000000000000000e+00,5.0716000000000000e+04,3.3050000000000000e+04,2.5430000000000000e+03
65,"I100016A40020","I100016A40020",5.2300000000000000e+02,1.0400000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,9.7655600000000000e+05,5.6900000000000000e+02,0.0000000000000000e+00,3.1014000000000000e+04,2.1416000000000000e+04,2.7220000000000000e+03
66,"I100012A40025","I100012A40025",5.2300000000000000e+02,1.0500000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,1.0524260000000000e+06,6.9400000000000000e+02,0.0000000000000000e+00,3.5915000000000000e+04,2.2506000000000000e+04,3.0530000000000000e+03
67,"I100012A50020","I100012A50020",5.2300000000000000e+02,1.0400000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,1.0472760000000000e+06,5.4400000000000000e+02,0.0000000000000000e+00,5.0915000000000000e+04,2.2456000000000000e+04,3.5530000000000000e+03
68,"I80016A40025","I80016A40025",5.3100000000000000e+02,8.5000000000000000e+02,4.0000000000000000e+02,1.6000000000000000e+01,2.5000000000000000e+01,6.7064500000000000e+05,7.4500000000000000e+02,0.0000000000000000e+00,3.6341000000000000e+04,1.8036000000000000e+04,3.1090000000000000e+03
69,"I125016A40016","I125016A40016",5.3100000000000000e+02,1.2820000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,1.4637830000000000e+06,4.9900000000000000e+02,0.0000000000000000e+00,2.6756000000000000e+04,2.6147000000000000e+04,2.4180000000000000e+03
70,"I100016B50020","I100016B50020",5.3100000000000000e+02,1.0400000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,1.0454470000000000e+06,5.3100000000000000e+02,0.0000000000000000e+00,5.9600000000000000e+04,2.1512000000000000e+04,3.0840000000000000e+03
71,"I80016A50020","I80016A50020",5.3100000000000000e+02,8.4000000000000000e+02,5.0000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,6.6649500000000000e+05,5.9500000000000000e+02,0.0000000000000000e+00,5.1341000000000000e+04,1.7986000000000000e+04,3.6090000000000000e+03
72,"I125016B50016","I125016B50016",5.3100000000000000e+02,1.2820000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,1.5245410000000000e+06,4.3500000000000000e+02,0.0000000000000000e+00,5.1275000000000000e+04,2.5827000000000000e+04,2.6000000000000000e+03
73,"I160012B55016","I160012B55016",5.3900000000000000e+02,1.6320000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,2.5951000000000000e+06,3.7100000000000000e+02,0.0000000000000000e+00,6.1749000000000000e+04,3.4343000000000000e+04,2.9630000000000000e+03
74,"I125012B55020","I125012B55020",5.4100000000000000e+02,1.2900000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,1.7054680000000000e+06,4.9400000000000000e+02,0.0000000000000000e+00,7.2836000000000000e+04,2.8107000000000000e+04,3.5560000000000000e+03
75,"I100012B50025","I100012B50025",5.4100000000000000e+02,1.0500000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,1.1486180000000000e+06,7.0700000000000000e+02,0.0000000000000000e+00,6.9457000000000000e+04,2.3124000000000000e+04,3.6470000000000000e+03
76,"I80012B55025","I80012B55025",5.4200000000000000e+02,8.5000000000000000e+02,5.5000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,7.6471000000000000e+05,7.4700000000000000e+02,0.0000000000000000e+00,8.6694000000000000e+04,1.8866000000000000e+04,4.2960000000000000e+03
77,"I125016B55016","I125016B55016",5.4700000000000000e+02,1.2820000000000000e+03,5.5000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,1.5886540000000000e+06,4.4900000000000000e+02,0.0000000000000000e+00,6.2308000000000000e+04,2.6840000000000000e+04,3.0200000000000000e+03
78,"I160016B50012","I160016B50012",5.4700000000000000e+02,1.6240000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,2.3621330000000000e+06,4.0400000000000000e+02,0.0000000000000000e+00,4.2954000000000000e+04,3.2354000000000000e+04,2.1220000000000000e+03
79,"I80016B50025","I80016B50025",5.4900000000000000e+02,8.5000000000000000e+02,5.0000000000000000e+02,1.6000000000000000e+01,2.5000000000000000e+01,7.3922400000000000e+05,7.5800000000000000e+02,0.0000000000000000e+00,7.0010000000000000e+04,1.8474000000000000e+04,3.6960000000000000e+03
80,"I80012A50025","I80012A50025",5.4900000000000000e+02,8.5000000000000000e+02,5.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,7.3868300000000000e+05,7.8600000000000000e+02,0.0000000000000000e+00,6.1329000000000000e+04,1.9459000000000000e+04,4.1710000000000000e+03
81,"I160012C50012","I160012C50012",5.5100000000000000e+02,1.6240000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,2.5802400000000000e+06,4.0800000000000000e+02,0.0000000000000000e+00,4.5941000000000000e+04,3.4950000000000000e+04,2.6290000000000000e+03
82,"I100016B55020","I100016B55020",5.5100000000000000e+02,1.0400000000000000e+03,5.5000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,1.0974740000000000e+06,5.5800000000000000e+02,0.0000000000000000e+00,7.3392000000000000e+04,2.2532000000000000e+04,3.6090000000000000e+03
83,"I125012A40025","I125012A40025",5.5300000000000000e+02,1.3000000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,1.6986860000000000e+06,7.0800000000000000e+02,0.0000000000000000e+00,3.5919000000000000e+04,2.9232000000000000e+04,3.0620000000000000e+03
84,"I125012A50020","I125012A50020",5.5300000000000000e+02,1.2900000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,1.6922860000000000e+06,5.5800000000000000e+02,0.0000000000000000e+00,5.0919000000000000e+04,2.9182000000000000e+04,3.5620000000000000e+03
85,"I80012A40032","I80012A40032",5.5500000000000000e+02,8.6400000000000000e+02,4.0000000000000000e+02,1.2000000000000000e+01,3.2000000000000000e+01,7.5640400000000000e+05,1.1390000000000000e+03,0.0000000000000000e+00,4.3379000000000000e+04,1.9796000000000000e+04,3.6060000000000000e+03
86,"I160016A40012","I160016A40012",5.5500000000000000e+02,1.6240000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,2.3357380000000000e+06,4.8400000000000000e+02,0.0000000000000000e+00,2.2502000000000000e+04,3.3325000000000000e+04,2.1200000000000000e+03
87,"I160012A40020","I160012A40020",5.5500000000000000e+02,1.6400000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,2.6253560000000000e+06,5.2500000000000000e+02,0.0000000000000000e+00,3.0590000000000000e+04,3.5988000000000000e+04,2.6750000000000000e+03
88,"I160012A50016","I160012A50016",5.5500000000000000e+02,1.6320000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,1.6000000000000000e+01,2.6201590000000000e+06,4.4800000000000000e+02,0.0000000000000000e+00,4.2590000000000000e+04,3.5956000000000000e+04,3.0750000000000000e+03
89,"I160016B55012","I160016B55012",5.5900000000000000e+02,1.6240000000000000e+03,5.5000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,2.4400910000000000e+06,4.1000000000000000e+02,0.0000000000000000e+00,5.1229000000000000e+04,3.3321000000000000e+04,2.4370000000000000e+03
90,"I160012B50020","I160012B50020",5.6300000000000000e+02,1.6400000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.0000000000000000e+01,2.7582890000000000e+06,4.8700000000000000e+02,0.0000000000000000e+00,5.9049000000000000e+04,3.6322000000000000e+04,3.0430000000000000e+03
91,"I125016A50016","I125016A50016",5.6300000000000000e+02,1.2820000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.6000000000000000e+01,1.5920100000000000e+06,5.2600000000000000e+02,0.0000000000000000e+00,4.3023000000000000e+04,2.8172000000000000e+04,3.1380000000000000e+03
92,"I125016A40020","I125016A40020",5.6300000000000000e+02,1.2900000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,1.5960870000000000e+06,6.0300000000000000e+02,0.0000000000000000e+00,3.1023000000000000e+04,2.8204000000000000e+04,2.7380000000000000e+03
93,"I160012C55012","I160012C55012",5.6300000000000000e+02,1.6240000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,1.2000000000000000e+01,2.6581980000000000e+06,4.1400000000000000e+02,0.0000000000000000e+00,5.1246000000000000e+04,3.5917000000000000e+04,2.9440000000000000e+03
94,"I100016A50020","I100016A50020",5.6300000000000000e+02,1.0400000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,1.0806090000000000e+06,6.2200000000000000e+02,0.0000000000000000e+00,5.1348000000000000e+04,2.3456000000000000e+04,3.6220000000000000e+03
95,"I100016A40025","I100016A40025",5.6300000000000000e+02,1.0500000000000000e+03,4.0000000000000000e+02,1.6000000000000000e+01,2.5000000000000000e+01,1.0857590000000000e+06,7.7200000000000000e+02,0.0000000000000000e+00,3.6348000000000000e+04,2.3506000000000000e+04,3.1220000000000000e+03
96,"I100012B55025","I100012B55025",5.6600000000000000e+02,1.0500000000000000e+03,5.5000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,1.2142950000000000e+06,7.5900000000000000e+02,0.0000000000000000e+00,8.6697000000000000e+04,2.4406000000000000e+04,4.3030000000000000e+03
97,"I125016B50020","I125016B50020",5.7100000000000000e+02,1.2900000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,2.0000000000000000e+01,1.6899210000000000e+06,5.6600000000000000e+02,0.0000000000000000e+00,5.9608000000000000e+04,2.8399000000000000e+04,3.1000000000000000e+03
98,"I125012B50025","I125012B50025",5.7100000000000000e+02,1.3000000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,1.8344460000000000e+06,7.2100000000000000e+02,0.0000000000000000e+00,6.9461000000000000e+04,3.0074000000000000e+04,3.6560000000000000e+03
99,"I100012A50025","I100012A50025",5.7300000000000000e+02,1.0500000000000000e+03,5.0000000000000000e+02,1.2000000000000000e+01,2.5000000000000000e+01,1.1837800000000000e+06,7.9800000000000000e+02,0.0000000000000000e+00,6.1332000000000000e+04,2.5069000000000000e+04,4.1780000000000000e+03
100,"I80016B55025","I80016B55025",5.7400000000000000e+02,8.5000000000000000e+02,5.5000000000000000e+02,1.6000000000000000e+01,2.5000000000000000e+01,7.8177600000000000e+05,8.1000000000000000e+02,0.0000000000000000e+00,8.7249000000000000e+04,1.9506000000000000e+04,4.3530000000000000e+03
101,"I160016A50012","I160016A50012",5.7900000000000000e+02,1.6240000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,1.2000000000000000e+01,2.4916540000000000e+06,4.9500000000000000e+02,0.0000000000000000e+00,3.4702000000000000e+04,3.5260000000000000e+04,2.6600000000000000e+03
102,"I100012A40032","I100012A40032",5.7900000000000000e+02,1.0640000000000000e+03,4.0000000000000000e+02,1.2000000000000000e+01,3.2000000000000000e+01,1.2088430000000000e+06,1.1510000000000000e+03,0.0000000000000000e+00,4.3382000000000000e+04,2.5466000000000000e+04,3.6130000000000000e+03
103,"I100016B50025","I100016B50025",5.8100000000000000e+02,1.0500000000000000e+03,5.0000000000000000e+02,1.6000000000000000e+01,2.5000000000000000e+01,1.1819510000000000e+06,7.8600000000000000e+02,0.0000000000000000e+00,7.0017000000000000e+04,2.4124000000000000e+04,3.7090000000000000e+03
